Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
384,1,0,37.6658,60.8333,1,7113,6747,25.4494,49.5669,BROKEUP
448,1,30.4167,41.3441,60.8333,0,8986,59,54.9979,36.7563,BROKEUP
459,1,30.4167,33.1349,60.8333,0,9287,612,27.5929,42.2595,BROKEUP
477,1,30.4167,43.4064,60.8333,0,9978,1310,36.0085,50.7578,BROKEUP
478,1,30.4167,47.2837,60.8333,0,49,1323,36.1046,18.6048,BROKEUP
545,1,30.4167,38.2246,60.8333,0,3452,3930,19.0231,39.4775,BROKEUP
546,1,30.4167,41.2545,60.8333,0,3453,3945,22.1931,39.4261,BROKEUP
572,1,30.4167,49.9401,60.8333,0,4705,4686,41.3567,15.6527,BROKEUP
577,1,30.4167,55.532,60.8333,0,4920,4789,27.1827,32.6809,BROKEUP
578,1,30.4167,51.9895,60.8333,0,4972,4828,39.9918,46.5532,BROKEUP
586,1,30.4167,50.1769,60.8333,0,5551,5143,23.3503,51.8283,BROKEUP
633,1,30.4167,51.4019,60.8333,0,7050,6991,29.6641,47.1967,BROKEUP
663,1,30.4167,37.8787,60.8333,0,8022,7821,40.7779,41.749,BROKEUP
678,1,30.4167,45.5128,60.8333,0,8603,8476,41.732,30.6784,BROKEUP
1080,1,60.8333,382.365,60.8333,1,8,9731,55.0056,17.7144,SELF_DIED
23,1,0,69.9114,91.25,0,682,665,20.3372,19.7085,BROKEUP
54,1,0,71.2896,91.25,0,1699,1969,19.5515,28.3809,BROKEUP
69,1,0,75.9317,91.25,0,2176,2270,39.323,22.3984,BROKEUP
115,1,0,71.1109,91.25,0,3762,3740,52.7944,25.3601,BROKEUP
130,1,0,60.8775,91.25,0,4086,4311,27.1839,33.6956,BROKEUP
131,1,0,89.9053,91.25,0,4132,4317,38.1543,17.5896,BROKEUP
133,1,0,85.1286,91.25,0,4144,4371,54.4142,31.1316,BROKEUP
152,1,0,77.6736,91.25,0,4702,4964,20.9021,30.2894,BROKEUP
193,1,0,63.285,91.25,0,6238,6560,37.0776,45.043,BROKEUP
197,1,0,85.2258,91.25,0,6313,6791,53.9092,53.209,BROKEUP
202,1,0,86.0858,91.25,0,6472,7141,29.8239,39.6659,BROKEUP
218,1,0,90.8284,91.25,0,7091,7760,32.5988,37.8352,BROKEUP
240,1,0,65.1816,91.25,0,7625,8759,49.3182,50.7543,BROKEUP
252,1,0,82.594,91.25,0,8044,9175,49.3018,28.9386,BROKEUP
259,1,0,64.37,91.25,0,8259,9441,52.9835,45.9757,BROKEUP
278,1,0,81.4213,91.25,0,8934,9996,28.8949,17.9997,BROKEUP
332,1,0,85.419,91.25,1,3542,3979,53.4938,45.5886,BROKEUP
445,1,30.4167,80.4148,91.25,0,8519,17,24.6491,36.347,BROKEUP
454,1,30.4167,61.9578,91.25,0,9128,412,43.2794,33.7377,BROKEUP
473,1,30.4167,80.8272,91.25,0,9897,1218,48.4926,32.4958,BROKEUP
482,1,30.4167,88.8177,91.25,0,149,1525,24.3949,27.846,BROKEUP
489,1,30.4167,64.3271,91.25,0,430,1703,15.7029,43.9709,BROKEUP
496,1,30.4167,72.7171,91.25,0,921,1868,38.4872,18.7886,BROKEUP
503,1,30.4167,80.7291,91.25,0,1095,2248,29.4162,49.1693,BROKEUP
525,1,30.4167,79.7212,91.25,0,2470,3152,17.2505,45.0826,BROKEUP
555,1,30.4167,81.5925,91.25,0,3872,4240,24.3588,33.3683,BROKEUP
559,1,30.4167,69.4482,91.25,0,3995,4452,42.6313,44.8706,BROKEUP
600,1,30.4167,62.4991,91.25,0,6093,5733,54.9463,47.9463,BROKEUP
623,1,30.4167,74.0406,91.25,0,6742,6524,20.4436,31.9615,BROKEUP
634,1,30.4167,61.1334,91.25,0,7057,7000,47.9012,32.9687,BROKEUP
667,1,30.4167,75.9588,91.25,0,8224,7938,25.6904,40.5557,BROKEUP
682,1,30.4167,76.6656,91.25,0,8762,8744,23.8655,44.2536,BROKEUP
847,1,60.8333,86.3241,91.25,0,9767,48,43.8903,30.6811,BROKEUP
857,1,60.8333,83.3852,91.25,0,12,510,35.81,31.4094,BROKEUP
872,1,60.8333,75.4778,91.25,0,463,1281,31.8577,42.743,BROKEUP
874,1,60.8333,66.5909,91.25,0,534,1295,40.9476,23.0596,BROKEUP
889,1,60.8333,79.4754,91.25,0,992,1601,53.5538,39.1491,BROKEUP
914,1,60.8333,70.0166,91.25,0,1865,2686,44.0931,42.6671,BROKEUP
919,1,60.8333,84.9492,91.25,0,2070,2782,23.1775,17.6359,BROKEUP
922,1,60.8333,84.3262,91.25,0,2151,2888,45.6811,36.5114,BROKEUP
931,1,60.8333,69.0718,91.25,0,2524,3366,38.1674,24.4434,BROKEUP
936,1,60.8333,72.3497,91.25,0,2685,3636,25.9971,33.0306,BROKEUP
953,1,60.8333,73.8442,91.25,0,3455,4307,43.4043,34.0084,BROKEUP
978,1,60.8333,65.8382,91.25,0,4526,5484,18.0477,19.9277,BROKEUP
996,1,60.8333,89.5427,91.25,0,5264,6315,37.1279,53.8995,BROKEUP
1001,1,60.8333,83.3546,91.25,0,5467,6489,23.2282,21.0197,BROKEUP
1017,1,60.8333,72.9173,91.25,0,6295,7066,35.7881,47.689,BROKEUP
1029,1,60.8333,87.2454,91.25,0,6796,7504,17.9929,36.4796,BROKEUP
1125,1,60.8333,86.1158,91.25,1,3009,3172,25.8083,43.5706,BROKEUP
1124,1,60.8333,274.467,91.25,1,2908,3086,55.0133,24.1087,SELF_DIED
1472,1,91.25,524.923,91.25,1,2759,4343,52.0265,55.0136,SELF_DIED
137,1,0,1154.34,91.25,0,4325,4447,52.5589,55.0702,SELF_DIED
176,1,0,207.547,91.25,0,5602,5773,55.0236,30.4364,SELF_DIED
1156,1,60.8333,360.152,91.25,1,5956,6457,51.3736,55.002,SELF_DIED
237,1,0,759.865,91.25,0,7394,8727,22.1863,55.0757,SELF_DIED
27,1,0,105.313,121.667,0,744,787,31.9483,36.4692,BROKEUP
33,1,0,104.613,121.667,0,988,1007,26.1134,19.4769,BROKEUP
41,1,0,114.234,121.667,0,1185,1237,18.1956,44.3768,BROKEUP
60,1,0,91.2731,121.667,0,1792,2063,38.4157,39.9232,BROKEUP
99,1,0,119.323,121.667,0,3397,3226,51.2217,41.2183,BROKEUP
118,1,0,109.627,121.667,0,3814,3873,35.9234,35.8688,BROKEUP
148,1,0,92.3501,121.667,0,4595,4875,37.4896,43.2593,BROKEUP
166,1,0,92.8333,121.667,0,5243,5382,36.2127,34.8227,BROKEUP
168,1,0,91.6013,121.667,0,5315,5438,40.8411,14.9429,BROKEUP
172,1,0,112.982,121.667,0,5425,5544,39.3943,25.1053,BROKEUP
173,1,0,108.934,121.667,0,5452,5596,29.1942,26.635,BROKEUP
175,1,0,112.775,121.667,0,5500,5750,44.598,44.4625,BROKEUP
211,1,0,116.251,121.667,0,6812,7613,22.6817,52.2051,BROKEUP
235,1,0,94.6656,121.667,0,7389,8571,47.9707,39.9805,BROKEUP
254,1,0,91.5552,121.667,0,8052,9275,20.3475,53.8357,BROKEUP
357,1,0,115.598,121.667,1,4872,5546,29.7778,45.9602,BROKEUP
447,1,30.4167,95.6693,121.667,0,8947,55,43.5445,46.1886,BROKEUP
451,1,30.4167,100.464,121.667,0,9076,264,33.0774,53.3157,BROKEUP
460,1,30.4167,100.391,121.667,0,9293,670,31.3679,27.6346,BROKEUP
507,1,30.4167,114.586,121.667,0,1512,2307,52.7328,36.1131,BROKEUP
534,1,30.4167,113.222,121.667,0,2982,3417,25.8398,54.1801,BROKEUP
541,1,30.4167,114.647,121.667,0,3364,3819,52.0822,18.2037,BROKEUP
550,1,30.4167,116.354,121.667,0,3621,4061,35.4058,45.9826,BROKEUP
553,1,30.4167,112.575,121.667,0,3800,4113,52.8704,33.986,BROKEUP
561,1,30.4167,97.6744,121.667,0,4241,4543,24.2345,28.8345,BROKEUP
614,1,30.4167,107.884,121.667,0,6407,6029,21.359,32.8869,BROKEUP
624,1,30.4167,112.829,121.667,0,6800,6549,26.3769,48.2976,BROKEUP
647,1,30.4167,117.709,121.667,0,7315,7359,42.603,22.1863,BROKEUP
671,1,30.4167,114.815,121.667,0,8296,8092,49.9684,52.1761,BROKEUP
672,1,30.4167,120.033,121.667,0,8447,8139,46.2177,32.8238,BROKEUP
679,1,30.4167,96.5205,121.667,0,8630,8483,48.4124,44.4377,BROKEUP
683,1,30.4167,107.458,121.667,0,8769,8790,42.2272,49.7543,BROKEUP
712,1,30.4167,117.769,121.667,0,9766,9968,30.6211,47.2753,BROKEUP
856,1,60.8333,109.435,121.667,0,9924,341,52.4198,54.8529,BROKEUP
858,1,60.8333,97.6445,121.667,0,32,655,16.4172,49.8184,BROKEUP
907,1,60.8333,92.3664,121.667,0,1539,2260,47.6625,35.1654,BROKEUP
912,1,60.8333,112.393,121.667,0,1720,2472,50.3252,35.1503,BROKEUP
915,1,60.8333,98.2184,121.667,0,1877,2695,31.1842,48.8604,BROKEUP
918,1,60.8333,100.619,121.667,0,1935,2776,28.7415,46.9793,BROKEUP
959,1,60.8333,98.2109,121.667,0,3803,4867,43.1954,35.6533,BROKEUP
965,1,60.8333,108.458,121.667,0,3994,5042,46.8063,53.601,BROKEUP
993,1,60.8333,108.207,121.667,0,5137,6216,16.1209,43.5755,BROKEUP
1049,1,60.8333,101.15,121.667,0,7456,8421,26.7374,37.6154,BROKEUP
1061,1,60.8333,112.248,121.667,0,8106,8908,45.4874,39.9496,BROKEUP
1062,1,60.8333,99.4552,121.667,0,8259,8912,53.0668,28.5434,BROKEUP
1216,1,91.25,103.351,121.667,0,9288,213,19.9148,31.0036,BROKEUP
1243,1,91.25,120.568,121.667,0,392,1631,40.637,50.0126,BROKEUP
1255,1,91.25,103.973,121.667,0,1276,1868,39.0275,18.8719,BROKEUP
1295,1,91.25,109.841,121.667,0,3219,3586,43.4971,23.5275,BROKEUP
1323,1,91.25,113.103,121.667,0,4814,5052,40.4454,19.5181,BROKEUP
1343,1,91.25,99.9336,121.667,0,5307,5830,16.296,21.2202,BROKEUP
717,1,30.4167,443.471,121.667,1,133,132,47.1038,55.0821,SELF_DIED
68,1,0,254.54,121.667,0,2095,2263,35.0926,55.0122,SELF_DIED
741,1,30.4167,234.545,121.667,1,2367,2263,27.4057,55.0122,SELF_DIED
1806,1,121.667,364.695,121.667,1,721,4287,26.1824,55.0574,SELF_DIED
163,1,0,200.986,121.667,0,5118,5274,55.0036,28.0726,SELF_DIED
1499,1,91.25,930.466,121.667,1,4626,6762,42.855,55.0288,SELF_DIED
242,1,0,427.929,121.667,0,7680,8844,55.0715,47.8751,SELF_DIED
5,1,0,133.177,152.083,0,81,83,40.0914,54.8901,BROKEUP
6,1,0,148.007,152.083,0,124,83,24.0313,54.8901,BROKEUP
28,1,0,143.424,152.083,0,751,794,45.2009,46.5729,BROKEUP
82,1,0,137.541,152.083,0,2668,2805,27.2095,39.037,BROKEUP
96,1,0,137.777,152.083,0,3282,3141,54.8721,18.4702,BROKEUP
98,1,0,142.33,152.083,0,3393,3161,27.5459,33.5681,BROKEUP
101,1,0,129.977,152.083,0,3449,3254,45.7939,36.0672,BROKEUP
111,1,0,143.636,152.083,0,3646,3594,33.9832,22.9693,BROKEUP
120,1,0,145.004,152.083,0,3866,4009,27.9793,21.6801,BROKEUP
156,1,0,126.924,152.083,0,4812,5007,50.7635,43.5822,BROKEUP
164,1,0,134.163,152.083,0,5140,5289,31.5306,20.9325,BROKEUP
165,1,0,142.76,152.083,0,5224,5309,48.4439,54.0193,BROKEUP
169,1,0,127.066,152.083,0,5363,5438,29.864,15.0263,BROKEUP
194,1,0,147.352,152.083,0,6250,6661,25.1885,24.8573,BROKEUP
198,1,0,141.428,152.083,0,6337,6826,47.7171,35.4025,BROKEUP
208,1,0,133.918,152.083,0,6681,7569,21.2119,43.8422,BROKEUP
234,1,0,145.091,152.083,0,7383,8491,29.2075,24.2201,BROKEUP
248,1,0,136.654,152.083,0,7820,9127,53.4945,24.2316,BROKEUP
361,1,0,136.227,152.083,1,4996,5715,44.3879,17.3641,BROKEUP
457,1,30.4167,142.212,152.083,0,9203,526,52.2633,25.9122,BROKEUP
486,1,30.4167,139.126,152.083,0,257,1635,26.1732,26.7909,BROKEUP
488,1,30.4167,122.845,152.083,0,361,1659,32.2944,18.932,BROKEUP
491,1,30.4167,122.027,152.083,0,514,1722,31.9943,16.7112,BROKEUP
522,1,30.4167,135.006,152.083,0,2375,2776,45.6084,47.0626,BROKEUP
528,1,30.4167,149.137,152.083,0,2777,3241,35.9148,23.8211,BROKEUP
529,1,30.4167,144.526,152.083,0,2809,3291,38.5972,36.3135,BROKEUP
532,1,30.4167,144.46,152.083,0,2906,3410,35.4791,33.5402,BROKEUP
535,1,30.4167,142.629,152.083,0,3011,3521,49.7214,37.8973,BROKEUP
538,1,30.4167,127.753,152.083,0,3282,3718,54.8721,37.0939,BROKEUP
554,1,30.4167,151.862,152.083,0,3833,4220,23.2639,36.6584,BROKEUP
588,1,30.4167,142.949,152.083,0,5583,5214,48.5248,36.3499,BROKEUP
602,1,30.4167,133.086,152.083,0,6129,5837,39.9675,34.1667,BROKEUP
621,1,30.4167,150.29,152.083,0,6696,6456,19.0196,24.3375,BROKEUP
622,1,30.4167,121.691,152.083,0,6735,6493,36.0329,28.2821,BROKEUP
630,1,30.4167,138.593,152.083,0,6926,6843,24.8495,40.9854,BROKEUP
636,1,30.4167,134.904,152.083,0,7126,7088,45.391,28.0588,BROKEUP
651,1,30.4167,124.38,152.083,0,7419,7496,35.6862,28.9765,BROKEUP
662,1,30.4167,123.212,152.083,0,8000,7815,28.3058,43.7907,BROKEUP
852,1,60.8333,130.059,152.083,0,9839,154,45.3433,46.6953,BROKEUP
854,1,60.8333,129.541,152.083,0,9912,301,54.7909,27.1017,BROKEUP
877,1,60.8333,124.777,152.083,0,646,1352,47.8192,19.6163,BROKEUP
880,1,60.8333,134.641,152.083,0,667,1411,25.2065,42.9022,BROKEUP
885,1,60.8333,150.906,152.083,0,845,1558,32.36,18.3947,BROKEUP
902,1,60.8333,138.241,152.083,0,1318,2069,42.8551,20.0714,BROKEUP
911,1,60.8333,135.062,152.083,0,1705,2436,23.5268,32.4035,BROKEUP
924,1,60.8333,125.702,152.083,0,2348,2943,28.7004,35.7365,BROKEUP
933,1,60.8333,129.155,152.083,0,2565,3408,28.4115,41.9428,BROKEUP
939,1,60.8333,147.94,152.083,0,2838,3756,28.3201,49.2969,BROKEUP
945,1,60.8333,144.866,152.083,0,3282,3873,54.8721,35.9522,BROKEUP
976,1,60.8333,122.871,152.083,0,4521,5383,34.6908,25.4872,BROKEUP
980,1,60.8333,146.321,152.083,0,4603,5577,21.472,35.7342,BROKEUP
984,1,60.8333,147.62,152.083,0,4704,5842,20.5666,45.057,BROKEUP
987,1,60.8333,139.094,152.083,0,4788,5963,38.4272,26.1821,BROKEUP
1014,1,60.8333,122.642,152.083,0,6220,6985,16.3783,17.7173,BROKEUP
1018,1,60.8333,124.29,152.083,0,6370,7075,26.3439,17.2215,BROKEUP
1022,1,60.8333,145.627,152.083,0,6532,7405,28.9343,20.5411,BROKEUP
1023,1,60.8333,130.562,152.083,0,6533,7416,54.0297,37.3792,BROKEUP
1024,1,60.8333,136.968,152.083,0,6577,7426,32.1669,15.2368,BROKEUP
1043,1,60.8333,124.365,152.083,0,7290,8153,43.3401,20.6143,BROKEUP
1047,1,60.8333,127.234,152.083,0,7391,8246,37.0933,18.7743,BROKEUP
1050,1,60.8333,129.093,152.083,0,7489,8493,34.6606,21.7933,BROKEUP
1052,1,60.8333,144.489,152.083,0,7673,8566,18.2586,47.5134,BROKEUP
1071,1,60.8333,129.858,152.083,0,8550,9636,33.313,52.3814,BROKEUP
1072,1,60.8333,141.838,152.083,0,8677,9693,54.6521,37.5264,BROKEUP
1082,1,60.8333,125.365,152.083,1,32,9836,16.5005,45.0532,BROKEUP
1249,1,91.25,137.104,152.083,0,875,1769,52.0392,34.4383,BROKEUP
1253,1,91.25,142.324,152.083,0,1273,1862,44.2417,35.3387,BROKEUP
1285,1,91.25,146.524,152.083,0,2428,3322,26.9386,33.5058,BROKEUP
1315,1,91.25,137.073,152.083,0,4101,4644,42.8675,50.6984,BROKEUP
1336,1,91.25,136.977,152.083,0,5055,5609,19.4464,38.0925,BROKEUP
1369,1,91.25,141.929,152.083,0,7214,6887,30.7368,53.6961,BROKEUP
1370,1,91.25,148.18,152.083,0,7242,6929,48.7737,27.4317,BROKEUP
1373,1,91.25,149.883,152.083,0,7291,7134,52.4584,44.3542,BROKEUP
1375,1,91.25,127.506,152.083,0,7307,7192,48.5838,51.0814,BROKEUP
1382,1,91.25,125.109,152.083,0,7574,7500,35.42,40.3757,BROKEUP
1408,1,91.25,149.016,152.083,0,8995,8391,54.9012,18.3502,BROKEUP
1410,1,91.25,141.754,152.083,0,9072,8469,38.4066,25.8941,BROKEUP
1426,1,91.25,129.364,152.083,0,9829,9106,16.5636,27.0049,BROKEUP
1430,1,91.25,130.762,152.083,0,9942,9239,19.5348,51.6559,BROKEUP
1443,1,91.25,143.981,152.083,1,739,1591,30.127,49.8522,BROKEUP
1453,1,91.25,130.651,152.083,1,1406,2733,26.785,36.786,BROKEUP
1464,1,91.25,135.216,152.083,1,2466,3539,44.5285,25.2632,BROKEUP
1471,1,91.25,135.71,152.083,1,2724,4321,26.351,28.9973,BROKEUP
1576,1,121.667,139.842,152.083,0,886,90,32.7614,38.0473,BROKEUP
1579,1,121.667,136.422,152.083,0,992,243,53.7205,42.1655,BROKEUP
1581,1,121.667,128.014,152.083,0,1099,306,51.8686,25.9095,BROKEUP
1588,1,121.667,150.65,152.083,0,1378,557,44.3657,54.5645,BROKEUP
1599,1,121.667,147.382,152.083,0,1939,1347,39.0048,19.5536,BROKEUP
1605,1,121.667,149.775,152.083,0,2120,1482,29.8778,31.903,BROKEUP
1626,1,121.667,128.577,152.083,0,3140,2253,38.3539,53.832,BROKEUP
1655,1,121.667,151.506,152.083,0,5197,3546,18.4761,44.0511,BROKEUP
1728,1,121.667,151.511,152.083,0,8985,7204,21.2035,33.7295,BROKEUP
1733,1,121.667,132.305,152.083,0,9116,7401,30.9573,45.8118,BROKEUP
1747,1,121.667,138.902,152.083,0,9765,8021,24.288,46.6949,BROKEUP
1749,1,121.667,132.396,152.083,0,9869,8090,38.206,17.6185,BROKEUP
1221,1,91.25,613.466,152.083,0,9406,386,51.2995,55.0422,SELF_DIED
893,1,60.8333,475.898,152.083,0,1096,1724,20.7921,55.0502,SELF_DIED
1611,1,121.667,542.964,152.083,0,2327,1724,48.3786,55.0502,SELF_DIED
742,1,30.4167,307.603,152.083,1,2387,2313,38.5393,55.0703,SELF_DIED
1939,1,152.083,187.922,152.083,0,2725,1404,55.0644,43.5697,SELF_DIED
756,1,30.4167,398.022,152.083,1,3399,3386,55.0748,17.6274,SELF_DIED
1046,1,60.8333,966.429,152.083,0,7317,8221,55.0177,35.8769,SELF_DIED
1699,1,121.667,808.248,152.083,0,7317,6029,55.0177,33.0536,SELF_DIED
269,1,0,164.476,152.083,0,8546,9598,55.0263,21.6693,SELF_DIED
18,1,0,152.717,182.5,0,523,556,31.3051,36.1401,BROKEUP
36,1,0,175.587,182.5,0,1080,1068,37.2402,23.779,BROKEUP
59,1,0,162.81,182.5,0,1786,2038,47.9227,54.8972,BROKEUP
64,1,0,159.604,182.5,0,1989,2126,26.4223,18.7003,BROKEUP
78,1,0,153.192,182.5,0,2629,2538,45.9059,48.3027,BROKEUP
107,1,0,169.695,182.5,0,3581,3387,54.8068,37.007,BROKEUP
125,1,0,177.972,182.5,0,3941,4103,25.7666,54.5316,BROKEUP
129,1,0,171.154,182.5,0,4083,4298,53.8266,28.0482,BROKEUP
140,1,0,172.385,182.5,0,4345,4524,32.9666,33.0771,BROKEUP
174,1,0,155.594,182.5,0,5464,5664,27.3899,54.2207,BROKEUP
245,1,0,153.658,182.5,0,7756,8990,17.1489,18.7964,BROKEUP
263,1,0,168.49,182.5,0,8481,9524,31.8348,18.2736,BROKEUP
296,1,0,180.369,182.5,1,887,1560,34.7795,47.0611,BROKEUP
311,1,0,152.847,182.5,1,2189,2392,36.3827,27.1232,BROKEUP
359,1,0,173.677,182.5,1,4976,5657,22.039,27.455,BROKEUP
446,1,30.4167,164.428,182.5,0,8941,25,40.6203,25.0606,BROKEUP
464,1,30.4167,164.6,182.5,0,9657,793,35.0968,47.9013,BROKEUP
487,1,30.4167,168.711,182.5,0,294,1644,27.0455,21.8288,BROKEUP
506,1,30.4167,179.21,182.5,0,1456,2293,43.4442,51.3171,BROKEUP
519,1,30.4167,169.983,182.5,0,2161,2679,32.6411,28.6847,BROKEUP
526,1,30.4167,177.572,182.5,0,2642,3171,31.009,28.9371,BROKEUP
530,1,30.4167,176.684,182.5,0,2870,3327,30.8594,26.0107,BROKEUP
542,1,30.4167,157.911,182.5,0,3374,3854,30.4932,36.5035,BROKEUP
548,1,30.4167,152.153,182.5,0,3489,4019,29.3083,39.3608,BROKEUP
562,1,30.4167,175.714,182.5,0,4252,4543,27.5158,29.0011,BROKEUP
582,1,30.4167,169.439,182.5,0,5436,4966,50.392,44.0884,BROKEUP
583,1,30.4167,171.649,182.5,0,5507,5058,28.2753,23.3408,BROKEUP
585,1,30.4167,172.804,182.5,0,5539,5116,33.8192,49.5226,BROKEUP
592,1,30.4167,172.312,182.5,0,5746,5343,31.1683,38.1463,BROKEUP
604,1,30.4167,158.38,182.5,0,6165,5869,53.0667,37.0976,BROKEUP
639,1,30.4167,173.479,182.5,0,7177,7174,29.2319,34.9597,BROKEUP
657,1,30.4167,171.982,182.5,0,7862,7643,50.8423,48.4077,BROKEUP
658,1,30.4167,157.534,182.5,0,7916,7675,49.5927,38.5684,BROKEUP
680,1,30.4167,178.683,182.5,0,8657,8483,51.044,44.6044,BROKEUP
686,1,30.4167,158.822,182.5,0,8894,8984,46.5173,50.9001,BROKEUP
697,1,30.4167,159.966,182.5,0,9100,9418,43.8372,20.5111,BROKEUP
704,1,30.4167,174.464,182.5,0,9412,9605,23.3559,29.2427,BROKEUP
706,1,30.4167,177.87,182.5,0,9454,9620,32.8294,51.1742,BROKEUP
707,1,30.4167,161.374,182.5,0,9478,9668,45.1137,50.6909,BROKEUP
710,1,30.4167,176.874,182.5,0,9696,9881,29.1884,36.1079,BROKEUP
891,1,60.8333,176.916,182.5,0,1028,1630,53.8603,40.6714,BROKEUP
892,1,60.8333,173.181,182.5,0,1032,1696,54.0162,21.7566,BROKEUP
909,1,60.8333,168.55,182.5,0,1547,2326,42.128,24.4914,BROKEUP
927,1,60.8333,166.422,182.5,0,2386,3180,38.5139,44.2055,BROKEUP
929,1,60.8333,159.753,182.5,0,2449,3314,23.8271,53.4772,BROKEUP
930,1,60.8333,166.487,182.5,0,2507,3315,44.6481,50.9769,BROKEUP
955,1,60.8333,166.156,182.5,0,3492,4422,23.3549,19.3041,BROKEUP
956,1,60.8333,178.821,182.5,0,3706,4542,19.2978,23.1915,BROKEUP
973,1,60.8333,153.671,182.5,0,4463,5343,35.4614,38.1463,BROKEUP
979,1,60.8333,153.482,182.5,0,4585,5503,17.3742,42.5705,BROKEUP
998,1,60.8333,172.854,182.5,0,5313,6446,44.7302,53.7804,BROKEUP
1032,1,60.8333,176.987,182.5,0,6953,7573,53.6593,27.2435,BROKEUP
1040,1,60.8333,152.564,182.5,0,7250,8085,39.6542,28.1897,BROKEUP
1059,1,60.8333,176.443,182.5,0,8029,8873,41.5015,27.1569,BROKEUP
