Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
105,0,419.059,0,1,1,3543,0,0,46.9221,1,1,0,0,0,1,1,0,0,0,0,3299,0,1,15.2337,1,1,0,0,0,1,1,0,0,0,0
106,0,248.305,0,1,1,3549,0,0,47.3346,1,1,0,0,0,1,1,0,0,0,0,3373,0,1,53.5393,1,1,0,0,0,1,1,7,0,0,0
107,0,169.695,0,1,1,3581,0,0,54.3068,1,1,0,0,0,1,1,0,0,0,0,3387,0,1,36.507,1,1,0,0,0,1,1,0,0,0,0
108,0,213.196,0,1,1,3585,0,0,54.9362,1,1,0,0,0,1,1,0,0,0,0,3408,0,1,41.5261,1,1,0,0,0,1,1,3,0,0,0
109,0,52.6347,0,1,1,3601,0,0,21.4673,1,1,0,0,0,1,1,3,0,0,0,3513,0,1,21.7737,1,1,0,0,0,1,1,1,0,0,0
110,0,932.496,0,1,1,3602,0,0,33.5538,1,1,0,0,0,1,1,3,0,0,0,3523,0,1,32.7746,1,1,0,0,0,1,1,3,0,0,0
111,0,143.636,0,1,1,3646,0,0,33.5665,1,1,0,0,0,1,1,0,0,0,0,3594,0,1,22.5526,1,1,0,0,0,1,1,7,0,0,0
112,0,19.3533,0,1,1,3668,0,0,25.0122,1,1,0,0,0,1,1,0,0,0,0,3638,0,1,35.9482,1,1,0,0,0,1,1,1,0,0,0
113,0,738.784,0,1,1,3711,0,0,36.3299,1,1,0,0,0,1,1,0,0,0,0,3680,0,1,45.7213,1,1,0,0,0,1,1,3,0,0,0
114,0,355.671,0,1,1,3717,0,0,47.4129,1,1,0,0,0,1,1,3,0,0,0,3690,0,1,36.0865,1,1,0,0,0,1,1,1,0,0,0
115,0,71.1109,0,1,1,3762,0,0,52.5444,1,1,0,0,0,1,1,0,0,0,0,3740,0,1,25.1101,1,1,0,0,0,1,1,1,0,0,0
116,0,11.8216,0,1,1,3768,0,0,43.2166,1,1,0,0,0,1,1,0,0,0,0,3776,0,1,50.2032,1,1,0,0,0,1,1,3,0,0,0
117,0,430.676,0,1,1,3783,0,0,37.5496,1,1,0,0,0,1,1,7,0,0,0,3791,0,1,18.7246,1,1,0,0,0,1,1,1,0,0,0
118,0,109.627,0,1,1,3814,0,0,35.5901,1,1,0,0,0,1,1,3,0,0,0,3873,0,1,35.5355,1,1,0,0,0,1,1,3,0,0,0
119,0,1446.24,0,1,1,3822,0,0,26.3639,1,1,0,0,0,1,1,0,0,0,0,3922,0,1,52.595,1,1,0,0,0,1,1,1,0,0,0
120,0,145.004,0,1,1,3866,0,0,27.5626,1,1,0,0,0,1,1,3,0,0,0,4009,0,1,21.2634,1,1,0,0,0,1,1,1,0,0,0
121,0,794.872,0,1,1,3901,0,0,21.1601,1,1,0,0,0,1,1,0,0,0,0,4027,0,1,21.2771,1,1,0,0,0,1,1,1,0,0,0
122,0,521.909,0,1,1,3918,0,0,34.9621,1,1,0,0,0,1,1,0,0,0,0,4030,0,1,24.1777,1,1,0,0,0,1,1,3,0,0,0
123,0,400.585,0,1,1,3939,0,0,17.5785,1,1,0,0,0,1,1,3,0,0,0,4030,0,1,24.1777,2,2,0,0,0,2,2,3,0,0,0
124,0,249.507,0,1,1,3939,0,0,17.5785,2,2,0,0,0,2,2,3,0,0,0,4098,0,1,50.1156,1,1,0,0,0,1,1,1,0,0,0
125,0,177.972,0,1,1,3941,0,0,25.2666,1,1,0,0,0,1,1,0,0,0,0,4103,0,1,54.0316,1,1,0,0,0,1,1,1,0,0,0
126,0,23.9618,0,1,1,4010,0,0,19.955,1,1,0,0,0,1,1,0,0,0,0,4189,0,1,53.4008,1,1,0,0,0,1,1,3,0,0,0
127,0,324.539,0,1,1,4012,0,0,54.2973,1,1,0,0,0,1,1,0,0,0,0,4219,0,1,27.3312,1,1,0,0,0,1,1,0,0,0,0
128,0,537.124,0,1,1,4018,0,0,22.4096,1,1,0,0,0,1,1,0,0,0,0,4240,0,1,33.1183,1,1,0,0,0,1,1,3,0,0,0
129,0,171.154,0,1,1,4083,0,0,53.3266,1,1,0,0,0,1,1,0,0,0,0,4298,0,1,27.5482,1,1,0,0,0,1,1,0,0,0,0
130,0,60.8775,0,1,1,4086,0,0,26.9339,1,1,0,0,0,1,1,3,0,0,0,4311,0,1,33.4456,1,1,0,0,0,1,1,3,0,0,0
131,0,89.9053,0,1,1,4132,0,0,37.9043,1,1,0,0,0,1,1,0,0,0,0,4317,0,1,17.3396,1,1,0,0,0,1,1,3,0,0,0
132,0,781.399,0,1,1,4135,0,0,21.1386,1,1,0,0,0,1,1,0,0,0,0,4361,0,1,48.251,1,1,0,0,0,1,1,3,0,0,0
133,0,85.1286,0,1,1,4144,0,0,54.1642,1,1,0,0,0,1,1,0,0,0,0,4371,0,1,30.8816,1,1,0,0,0,1,1,0,0,0,0
134,0,357.834,0,1,1,4190,0,0,21.3319,1,1,0,0,0,1,1,0,0,0,0,4373,0,1,28.8893,1,1,0,0,0,1,1,3,0,0,0
135,0,263.097,0,1,1,4290,0,0,28.3448,1,1,0,0,0,1,1,3,0,0,0,4405,0,1,21.0588,1,1,0,0,0,1,1,1,0,0,0
136,0,799.582,0,1,1,4294,0,0,37.2776,1,1,0,0,0,1,1,0,0,0,0,4405,0,1,21.0588,2,2,0,0,0,2,2,1,0,0,0
137,0,1154.34,0,1,1,4325,0,0,52.2256,1,1,0,0,0,1,1,0,0,0,0,4447,0,1,54.7369,1,1,0,0,0,1,1,3,0,0,0
138,0,429.988,0,1,1,4330,0,0,17.7889,1,1,0,0,0,1,1,0,0,0,0,4484,0,1,52.8798,1,1,0,0,0,1,1,1,0,0,0
139,0,252.337,0,1,1,4336,0,0,17.2341,1,1,0,0,0,1,1,0,0,0,0,4488,0,1,53.1024,1,1,0,0,0,1,1,7,0,0,0
140,0,172.385,0,1,1,4345,0,0,32.4666,1,1,0,0,0,1,1,3,0,0,0,4524,0,1,32.5771,1,1,0,0,0,1,1,3,0,0,0
141,0,377.966,0,1,1,4368,0,0,17.9423,1,1,0,0,0,1,1,0,0,0,0,4524,0,1,32.5771,2,2,0,0,0,2,2,3,0,0,0
142,0,535.387,0,1,1,4435,0,0,39.8239,1,1,0,0,0,1,1,0,0,0,0,4592,0,1,44.0322,1,1,0,0,0,1,1,1,0,0,0
143,0,260.064,0,1,1,4446,0,0,46.4468,1,1,0,0,0,1,1,0,0,0,0,4658,0,1,18.4181,1,1,0,0,0,1,1,3,0,0,0
144,0,332.375,0,1,1,4449,0,0,26.2273,1,1,0,0,0,1,1,0,0,0,0,4717,0,1,45.7582,1,1,0,0,0,1,1,0,0,0,0
145,0,54.8807,0,1,1,4483,0,0,49.8367,1,1,0,0,0,1,1,0,0,0,0,4761,0,1,17.0334,1,1,0,0,0,1,1,3,0,0,0
146,0,325.781,0,1,1,4493,0,0,54.8366,1,1,0,0,0,1,1,0,0,0,0,4836,0,1,18.5453,1,1,0,0,0,1,1,1,0,0,0
147,0,1204.05,0,1,1,4496,0,0,37.8354,1,1,0,0,0,1,1,0,0,0,0,4875,0,1,42.9259,1,1,0,0,0,1,1,1,0,0,0
148,0,92.3501,0,1,1,4595,0,0,37.1562,1,1,0,0,0,1,1,0,0,0,0,4875,0,1,42.9259,2,2,0,0,0,2,2,1,0,0,0
149,0,32.7562,0,1,1,4632,0,0,34.1515,1,1,0,0,0,1,1,0,0,0,0,4910,0,1,38.9894,1,1,0,0,0,1,1,7,0,0,0
150,0,10.5751,0,1,1,4643,0,0,33.2475,1,1,0,0,0,1,1,0,0,0,0,4938,0,1,25.6874,1,1,0,0,0,1,1,3,0,0,0
151,0,315.138,0,1,1,4697,0,0,38.8466,1,1,0,0,0,1,1,0,0,0,0,4946,0,1,40.455,1,1,0,0,0,1,1,0,0,0,0
152,0,77.6736,0,1,1,4702,0,0,20.6521,1,1,0,0,0,1,1,7,0,0,0,4964,0,1,30.0394,1,1,0,0,0,1,1,0,0,0,0
153,0,336.859,0,1,1,4703,0,0,25.3538,1,1,0,0,0,1,1,0,0,0,0,4967,0,1,37.6326,1,1,0,0,0,1,1,1,0,0,0
154,0,259.333,0,1,1,4762,0,0,50.3993,1,1,0,0,0,1,1,3,0,0,0,4979,0,1,18.8063,1,1,0,0,0,1,1,0,0,0,0
155,0,18.924,0,1,1,4771,0,0,25.5257,1,1,0,0,0,1,1,0,0,0,0,4984,0,1,30.6026,1,1,0,0,0,1,1,1,0,0,0
156,0,126.924,0,1,1,4812,0,0,50.3469,1,1,0,0,0,1,1,0,0,0,0,5007,0,1,43.1655,1,1,0,0,0,1,1,0,0,0,0
157,0,216.594,0,1,1,4839,0,0,28.6798,1,1,0,0,0,1,1,0,0,0,0,5024,0,1,48.2248,1,1,0,0,0,1,1,1,0,0,0
158,0,767.671,0,1,1,4896,0,0,17.3077,1,1,0,0,0,1,1,0,0,0,0,5061,0,1,29.7052,1,1,0,0,0,1,1,1,0,0,0
159,0,520.698,0,1,1,4904,0,0,47.1543,1,1,0,0,0,1,1,0,0,0,0,5067,0,1,37.3097,1,1,0,0,0,1,1,1,0,0,0
160,0,52.6183,0,1,1,4932,0,0,41.4508,1,1,0,0,0,1,1,0,0,0,0,5193,0,1,27.1447,1,1,0,0,0,1,1,3,0,0,0
