Parameter,Example,Description,Type,Min,Max,Default
Actual_IndividualIntervention_Config,[link](../json/campaign-simplehealthseekingbehavior_Actual_IndividualIntervention_Config.json),The configuration of an actual intervention sought. Selects a class for the intervention and configures the parameters specific for that intervention class.,JSON object,NA,NA,NA
Actual_IndividualIntervention_Event,[link](../json/campaign-simplehealthseekingbehavior_Actual_IndividualIntervention_Event.json),The event of an actual intervention sought. Selects a class for the intervention and configures the parameters specific for that intervention class. See [Event list](../md_parameter/parameter-campaign-event-list.md) for possible values.,enum,NA,NA,""""""
Disqualifying_Properties,[link](../json/campaign-simplehealthseekingbehavior_Disqualifying_Properties.json),"A list of **IndividualProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to individuals with these values). See  parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time.",array of strings,NA,NA,[]
Dont_Allow_Duplicates,[link](../json/campaign-simplehealthseekingbehavior_Dont_Allow_Duplicates.json),"If an individual's container has an intervention, set to true (1) to prevent them from receiving another copy of the intervention. Supported by all intervention classes.",boolean,0,1,0
Event_Or_Config,[link](../json/campaign-simplehealthseekingbehavior_Event_Or_Config.json),"Specifies whether the current intervention (or a positive diagnosis, depending on the intervention class) distributes a nested intervention (the Config option) or an event will be broadcast which may trigger other interventions in the campaign file (the Event option). <br>Possible values are:<br>* Event<br>* Config",enum,NA,NA,Config
Intervention_Name,[link](../json/campaign-simplehealthseekingbehavior_Intervention_Name.json),The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.,string,NA,NA,NA
New_Property_Value,[link](../json/campaign-simplehealthseekingbehavior_New_Property_Value.json),"An optional **IndividualProperty** key:value pair that will be assigned when the intervention is distributed. See  parameters for more information. Generally used to indicate the broad category of health care cascade to which an intervention belongs to prevent individuals from accessing care through multiple pathways. For example, if an individual must already be taking a particular medication to be prescribed a new one.",string,NA,NA,NA
Single_Use,[link](../json/campaign-simplehealthseekingbehavior_Single_Use.json),"If set to true (1), the health-seeking behavior gets used once and discarded. If set to false (0), it remains indefinitely.",boolean,0,1,1
Tendency,[link](../json/campaign-simplehealthseekingbehavior_Tendency.json),The probability of seeking healthcare.,float,0,1,1
