
time,Node_ID,Before/After,RelationshipType,# of Males,# of Females,Male_Bin_Index_1,Male_Bin_Index_2,Male_Bin_Index_3,Male_Bin_Index_4,Male_Bin_Index_5,Male_Bin_Index_6,Male_Bin_Index_7,Male_Bin_Index_8,Male_Bin_Index_9,Male_Bin_Index_10,Male_Bin_Index_11,Male_Bin_Index_12,Male_Bin_Index_13,Male_Bin_Index_14,Male_Bin_Index_15,Male_Bin_Index_16,Male_Bin_Index_17,Male_Bin_Index_18,Male_Bin_Index_19,Male_Bin_Index_20,Female_Bin_Index_1,Female_Bin_Index_2,Female_Bin_Index_3,Female_Bin_Index_4,Female_Bin_Index_5,Female_Bin_Index_6,Female_Bin_Index_7,Female_Bin_Index_8,Female_Bin_Index_9,Female_Bin_Index_10,Female_Bin_Index_11,Female_Bin_Index_12,Female_Bin_Index_13,Female_Bin_Index_14,Female_Bin_Index_15,Female_Bin_Index_16,Female_Bin_Index_17,Female_Bin_Index_18,Female_Bin_Index_19,Female_Bin_Index_20
5,1,AFTER,INFORMAL,13,3,1,0,1,3,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
5,1,BEFORE,MARITAL,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,AFTER,MARITAL,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
5,1,AFTER,COMMERCIAL,0,0,0,0,0,0
6,1,BEFORE,TRANSITORY,13,15,3,0,3,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,3,0,2,1,0,0,0,0,0,0,1,1,0,0,0
6,1,AFTER,TRANSITORY,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
6,1,BEFORE,INFORMAL,21,9,1,0,2,4,0,5,3,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,2,0
6,1,AFTER,INFORMAL,16,4,1,0,2,3,0,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
6,1,BEFORE,MARITAL,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,AFTER,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
6,1,AFTER,COMMERCIAL,0,0,0,0,0,0
7,1,BEFORE,TRANSITORY,14,10,3,0,2,3,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0
7,1,AFTER,TRANSITORY,7,3,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
7,1,BEFORE,INFORMAL,26,11,1,0,2,3,2,5,5,4,0,1,0,1,0,0,0,0,1,0,0,1,2,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0
7,1,AFTER,INFORMAL,19,4,0,0,1,2,2,5,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0
7,1,BEFORE,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,AFTER,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
7,1,AFTER,COMMERCIAL,0,0,0,0,0,0
8,1,BEFORE,TRANSITORY,17,9,3,0,1,3,1,1,0,4,1,1,1,0,0,0,0,1,0,0,0,0,2,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
8,1,AFTER,TRANSITORY,11,3,2,0,1,2,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,1,BEFORE,INFORMAL,34,10,1,0,1,3,4,7,6,5,1,2,1,1,0,0,0,1,1,0,0,0,0,2,2,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0
8,1,AFTER,INFORMAL,28,4,1,0,1,1,4,5,6,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
8,1,BEFORE,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,AFTER,MARITAL,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
8,1,AFTER,COMMERCIAL,0,0,0,0,0,0
9,1,BEFORE,TRANSITORY,20,6,3,2,4,3,0,1,1,3,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9,1,AFTER,TRANSITORY,17,3,1,2,4,3,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9,1,BEFORE,INFORMAL,37,8,3,0,2,2,5,6,7,4,2,1,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0
9,1,AFTER,INFORMAL,34,5,3,0,1,2,5,5,7,4,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0
9,1,BEFORE,MARITAL,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,1,AFTER,MARITAL,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
9,1,AFTER,COMMERCIAL,0,0,0,0,0,0
10,1,BEFORE,TRANSITORY,23,9,2,3,6,3,0,1,1,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
10,1,AFTER,TRANSITORY,17,3,2,3,5,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10,1,BEFORE,INFORMAL,39,15,3,0,2,4,6,5,8,4,2,1,1,0,0,1,0,1,1,0,0,0,2,2,3,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0
10,1,AFTER,INFORMAL,26,2,3,0,2,4,4,3,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10,1,BEFORE,MARITAL,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,1,AFTER,MARITAL,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
10,1,AFTER,COMMERCIAL,0,0,0,0,0,0
11,1,BEFORE,TRANSITORY,22,9,2,5,5,2,2,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
11,1,AFTER,TRANSITORY,16,3,1,4,4,0,2,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
11,1,BEFORE,INFORMAL,30,7,3,1,2,4,4,5,5,1,2,0,2,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
11,1,AFTER,INFORMAL,26,3,3,1,2,3,3,5,3,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
11,1,BEFORE,MARITAL,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,1,AFTER,MARITAL,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
11,1,AFTER,COMMERCIAL,0,0,0,0,0,0
12,1,BEFORE,TRANSITORY,22,12,1,6,7,0,3,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
12,1,AFTER,TRANSITORY,13,3,1,5,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
12,1,BEFORE,INFORMAL,29,8,4,1,3,3,4,5,3,1,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0
12,1,AFTER,INFORMAL,25,4,2,1,3,3,4,5,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
12,1,BEFORE,MARITAL,6,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,1,AFTER,MARITAL,6,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
12,1,AFTER,COMMERCIAL,0,0,0,0,0,0
13,1,BEFORE,TRANSITORY,22,10,3,7,6,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
13,1,AFTER,TRANSITORY,16,4,2,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
13,1,BEFORE,INFORMAL,30,8,2,2,3,4,5,5,3,2,2,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0
13,1,AFTER,INFORMAL,26,4,2,2,2,4,4,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
13,1,BEFORE,MARITAL,8,3,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,1,AFTER,MARITAL,8,3,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
13,1,AFTER,COMMERCIAL,0,0,0,0,0,0
14,1,BEFORE,TRANSITORY,25,14,2,5,9,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
14,1,AFTER,TRANSITORY,15,4,2,1,6,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
14,1,BEFORE,INFORMAL,34,13,3,2,3,5,4,5,4,3,1,1,0,0,0,1,0,0,1,0,0,1,0,3,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,1,1,0
14,1,AFTER,INFORMAL,24,3,2,2,2,4,3,4,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
14,1,BEFORE,MARITAL,8,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
14,1,AFTER,MARITAL,7,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
14,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
14,1,AFTER,COMMERCIAL,0,0,0,0,0,0
15,1,BEFORE,TRANSITORY,21,13,3,2,6,2,1,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0
15,1,AFTER,TRANSITORY,13,5,1,1,4,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
15,1,BEFORE,INFORMAL,34,10,2,2,3,5,3,4,4,2,2,2,2,1,0,1,0,0,1,0,0,0,1,1,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0
15,1,AFTER,INFORMAL,27,3,2,2,3,3,2,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
15,1,BEFORE,MARITAL,8,4,0,0,0,0,1,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
15,1,AFTER,MARITAL,7,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
15,1,AFTER,COMMERCIAL,0,0,0,0,0,0
16,1,BEFORE,TRANSITORY,21,16,1,1,5,2,0,3,2,0,0,1,0,0,2,0,0,2,1,1,0,0,2,1,1,3,0,1,3,1,0,0,0,1,0,0,0,0,3,0,0,0
16,1,AFTER,TRANSITORY,9,4,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
16,1,BEFORE,INFORMAL,35,16,2,2,3,3,6,3,4,2,3,2,2,1,1,0,0,0,0,0,1,0,3,4,0,1,2,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0
16,1,AFTER,INFORMAL,21,2,0,0,2,2,4,1,3,1,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16,1,BEFORE,MARITAL,7,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
16,1,AFTER,MARITAL,6,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
16,1,AFTER,COMMERCIAL,0,0,0,0,0,0
17,1,BEFORE,TRANSITORY,16,8,2,1,3,0,3,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
17,1,AFTER,TRANSITORY,12,4,1,1,1,0,2,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
17,1,BEFORE,INFORMAL,32,9,0,1,3,3,6,2,4,1,4,2,3,0,1,0,0,1,0,0,1,0,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
17,1,AFTER,INFORMAL,25,2,0,1,1,2,6,1,3,0,4,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,1,BEFORE,MARITAL,6,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17,1,AFTER,MARITAL,6,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
17,1,AFTER,COMMERCIAL,0,0,0,0,0,0
18,1,BEFORE,TRANSITORY,24,10,1,3,2,1,3,4,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,2,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0
18,1,AFTER,TRANSITORY,20,6,1,2,2,1,3,3,2,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
18,1,BEFORE,INFORMAL,35,8,0,2,3,4,8,2,3,0,4,2,3,0,1,1,0,1,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
18,1,AFTER,INFORMAL,29,2,0,1,2,3,8,2,2,0,4,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18,1,BEFORE,MARITAL,6,5,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
18,1,AFTER,MARITAL,4,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
18,1,BEFORE,COMMERCIAL,0,0,0,0,0,0
18,1,AFTER,COMMERCIAL,0,0,0,0,0,0
19,1,BEFORE,TRANSITORY,31,9,2,3,4,2,3,6,2,2,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0
19,1,AFTER,TRANSITORY,26,4,2,3,4,2,1,6,2,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
19,1,BEFORE,INFORMAL,35,8,0,1,4,4,8,3,2,0,4,3,2,0,2,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
