Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
6885,259,32.4247,F,1,0,N/A,STIPostImmigrating,0,94,2141,0,1,MARITAL,NORMAL,142,1,1
6886,23,77.3555,F,1,2,local,STIPreEmigrating,0,11,2352,0,1,MARITAL,MIGRATING,135,1,1
6886,135,82.841,M,1,2,local,STIPreEmigrating,0,11,2352,0,1,MARITAL,MIGRATING,23,1,0
6886,135,82.841,M,2,0,N/A,STIPostImmigrating,0,11,2352,0,1,MARITAL,MIGRATING,23,2,0
6886,23,77.3555,F,2,0,N/A,STIPostImmigrating,0,11,2352,0,1,MARITAL,NORMAL,135,2,2
6887,326,21.7966,M,2,1,local,STIPreEmigrating,0,172,862,0,1,MARITAL,MIGRATING,331,2,2
6887,331,24.5116,F,2,1,local,STIPreEmigrating,0,172,862,0,1,MARITAL,MIGRATING,326,0,2
6887,176,29.7015,F,1,2,local,STIPreEmigrating,0,122,1673,0,1,MARITAL,MIGRATING,262,1,1
6887,268,59.3966,M,1,2,local,STIPreEmigrating,0,57,2288,0,1,MARITAL,MIGRATING,316,1,1
6887,262,30.413,M,1,2,local,STIPreEmigrating,0,122,1673,0,1,MARITAL,MIGRATING,176,1,0
6887,316,61.8417,F,1,2,local,STIPreEmigrating,0,57,2288,0,1,MARITAL,MIGRATING,268,0,1
6887,316,61.8417,F,2,0,N/A,STIPostImmigrating,0,57,2288,0,1,MARITAL,MIGRATING,268,0,2
6887,262,30.413,M,2,0,N/A,STIPostImmigrating,0,122,1673,0,1,MARITAL,MIGRATING,176,2,0
6887,268,59.3966,M,2,0,N/A,STIPostImmigrating,0,57,2288,0,1,MARITAL,NORMAL,316,2,2
6887,176,29.7015,F,2,0,N/A,STIPostImmigrating,0,122,1673,0,1,MARITAL,NORMAL,262,2,2
6887,331,24.5116,F,1,0,N/A,STIPostImmigrating,0,172,862,0,1,MARITAL,MIGRATING,326,0,1
6887,326,21.7966,M,1,0,N/A,STIPostImmigrating,0,172,862,0,1,MARITAL,NORMAL,331,1,1
6888,44,19.596,M,2,1,local,STIPreEmigrating,0,231,232,0,1,MARITAL,MIGRATING,179,2,2
6888,27,20.2706,F,2,1,local,STIPreEmigrating,0,202,521,0,1,MARITAL,MIGRATING,197,2,2
6888,197,22.8711,M,2,1,local,STIPreEmigrating,0,202,521,0,1,MARITAL,MIGRATING,27,2,0
6888,179,23.8842,F,2,1,local,STIPreEmigrating,0,231,232,0,1,MARITAL,MIGRATING,44,0,2
6888,309,47.2253,M,1,2,local,STIPreEmigrating,0,69,2176,0,1,MARITAL,MIGRATING,323,1,1
6888,323,40.1522,F,1,2,local,STIPreEmigrating,0,69,2176,0,1,MARITAL,MIGRATING,309,0,1
6888,323,40.1522,F,2,0,N/A,STIPostImmigrating,0,69,2176,0,1,MARITAL,MIGRATING,309,0,2
6888,309,47.2253,M,2,0,N/A,STIPostImmigrating,0,69,2176,0,1,MARITAL,NORMAL,323,2,2
6888,179,23.8842,F,1,0,N/A,STIPostImmigrating,0,231,232,0,1,MARITAL,MIGRATING,44,0,1
6888,197,22.8711,M,1,0,N/A,STIPostImmigrating,0,202,521,0,1,MARITAL,MIGRATING,27,1,0
6888,27,20.2706,F,1,0,N/A,STIPostImmigrating,0,202,521,0,1,MARITAL,NORMAL,197,1,1
6888,44,19.596,M,1,0,N/A,STIPostImmigrating,0,231,232,0,1,MARITAL,NORMAL,179,1,1
6889,201,26.656,M,2,1,local,STIPreEmigrating,0,201,558,0,1,MARITAL,MIGRATING,230,2,2
6889,230,19.7926,F,2,1,local,STIPreEmigrating,0,201,558,0,1,MARITAL,MIGRATING,201,0,2
6889,87,46.5224,M,2,1,local,STIPreEmigrating,0,220,404,0,1,MARITAL,MIGRATING,30,2,2
6889,30,46.6079,F,2,1,local,STIPreEmigrating,0,220,404,0,1,MARITAL,MIGRATING,87,0,2
6889,82,60.2329,F,2,1,local,STIPreEmigrating,0,189,780,0,1,MARITAL,MIGRATING,251,2,2
6889,251,58.7604,M,2,1,local,STIPreEmigrating,0,189,780,0,1,MARITAL,MIGRATING,82,2,0
