Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
517,1,30.4167,142.834,152.083,0,3030,1802,19.872,44.0599,BROKEUP
542,1,30.4167,142.843,152.083,0,4042,3197,17.8897,48.1512,BROKEUP
595,1,30.4167,138.316,152.083,0,5669,5155,40.1083,45.0724,BROKEUP
611,1,30.4167,132.035,152.083,0,6207,5613,41.8546,50.3817,BROKEUP
625,1,30.4167,149.538,152.083,0,6750,5978,52.7405,53.4834,BROKEUP
655,1,30.4167,150.644,152.083,0,7987,6722,51.1003,36.1475,BROKEUP
672,1,30.4167,133.015,152.083,0,8614,7351,19.952,31.7091,BROKEUP
682,1,30.4167,126.332,152.083,0,9116,7631,30.9573,19.867,BROKEUP
687,1,30.4167,126.626,152.083,0,9338,7760,34.2508,38.0019,BROKEUP
741,1,30.4167,151.925,152.083,1,1531,3023,17.5601,24.3851,BROKEUP
822,1,30.4167,131.635,152.083,1,6898,9313,28.9269,52.7045,BROKEUP
852,1,60.8333,135.1,152.083,0,72,8808,22.2393,20.0685,BROKEUP
853,1,60.8333,146.186,152.083,0,89,8821,31.7837,51.4929,BROKEUP
858,1,60.8333,145.28,152.083,0,231,8938,27.7064,41.0719,BROKEUP
886,1,60.8333,151.789,152.083,0,1273,9968,44.2417,47.3586,BROKEUP
911,1,60.8333,148.052,152.083,0,2254,660,17.4357,19.8636,BROKEUP
934,1,60.8333,135.438,152.083,0,3144,1448,29.9948,45.9667,BROKEUP
935,1,60.8333,124.694,152.083,0,3169,1558,36.1754,18.3947,BROKEUP
938,1,60.8333,139.068,152.083,0,3219,1636,43.5804,27.1808,BROKEUP
947,1,60.8333,143.774,152.083,0,3582,1864,29.797,32.5004,BROKEUP
959,1,60.8333,150.615,152.083,0,4178,2439,53.3718,31.5397,BROKEUP
971,1,60.8333,135.575,152.083,0,4551,3175,28.1707,53.5205,BROKEUP
1003,1,60.8333,126.334,152.083,0,5554,4163,53.0373,54.2749,BROKEUP
1097,1,60.8333,134.009,152.083,0,9242,7449,44.1149,28.5605,BROKEUP
1262,1,91.25,148.662,152.083,0,323,8349,28.3927,44.9241,BROKEUP
1269,1,91.25,133.203,152.083,0,543,8620,19.8362,33.2339,BROKEUP
1275,1,91.25,128.324,152.083,0,1114,9070,41.0145,24.4811,BROKEUP
1276,1,91.25,146.096,152.083,0,1123,9135,49.7313,52.9513,BROKEUP
1303,1,91.25,142.615,152.083,0,1982,9870,45.2607,35.3203,BROKEUP
1312,1,91.25,142.282,152.083,0,2633,83,17.0714,54.8901,BROKEUP
1317,1,91.25,139.26,152.083,0,2799,202,39.5951,48.12,BROKEUP
1328,1,91.25,128.498,152.083,0,3201,786,51.3151,44.705,BROKEUP
1338,1,91.25,142.352,152.083,0,3456,1189,39.1059,38.3305,BROKEUP
1339,1,91.25,138.422,152.083,0,3481,1192,41.2513,22.6747,BROKEUP
1343,1,91.25,138.719,152.083,0,3601,1293,21.884,22.4846,BROKEUP
