Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
105,7,594.007,0,1,1,8479,0,0,19.4615,1,1,0,0,0,1,1,0,0,0,0,4636,0,1,18.7875,1,1,0,0,0,1,1,4,0,0,0
106,7,89.1886,0,1,1,8517,0,0,21.4607,1,1,0,0,0,1,1,1,0,0,0,4727,0,1,17.5111,1,1,0,0,0,1,1,1,0,0,0
107,7,151.878,1,1,1,122,0,0,26.192,1,0,1,0,0,1,1,2,0,0,0,3460,0,1,18.1182,1,0,1,0,0,1,1,0,0,0,0
108,7,946.881,1,1,1,1335,0,0,23.8422,1,0,1,0,0,1,1,1,0,0,0,5413,0,1,18.1695,1,0,1,0,0,1,1,4,0,0,0
109,7,665.307,1,1,1,1724,0,0,24.1423,1,0,1,0,0,1,1,3,0,0,0,5940,0,1,18.7941,2,1,1,0,0,2,2,3,0,0,0
110,7,497.622,1,1,1,1964,0,0,25.2429,2,0,2,0,0,2,2,7,0,0,0,38,0,1,23.5408,1,0,1,0,0,1,1,3,0,0,0
111,7,689.539,1,1,1,2740,0,0,32.7764,1,0,1,0,0,1,1,2,0,0,0,4441,0,1,34.6923,1,0,1,0,0,1,1,4,0,0,0
112,7,872,1,1,1,3033,0,0,15.9964,1,0,1,0,0,1,1,0,0,0,0,8197,0,1,21.8242,1,0,1,0,0,1,1,2,0,0,0
113,7,409.84,1,1,1,3090,0,0,21.988,1,0,1,0,0,1,1,1,0,0,0,2610,0,1,23.7175,1,0,1,0,0,1,1,3,0,0,0
114,7,1764.93,1,1,1,3322,0,0,25.7065,1,0,1,0,0,1,1,2,0,0,0,374,0,1,24.5749,1,0,1,0,0,1,1,0,0,0,0
115,7,1264.42,1,1,1,4267,0,0,28.3414,1,0,1,0,0,1,1,0,0,0,0,871,0,1,20.223,1,0,1,0,0,1,1,0,0,0,0
116,7,1108.21,1,1,1,4318,0,0,80.3213,1,0,1,0,0,1,1,3,0,0,0,3231,0,1,42.0497,1,0,1,0,0,1,1,0,0,0,0
117,7,836.94,1,1,1,4592,0,0,32.4557,1,0,1,0,0,1,1,1,0,0,0,4597,0,1,30.6198,1,0,1,0,0,1,1,2,0,0,0
