Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
6750,19,19.218,M,2,4,local,STIPreEmigrating,0,172,26,0,1,INFORMAL,PAUSED,72,2,2
6750,19,19.218,M,4,0,N/A,STIPostImmigrating,0,172,26,0,1,INFORMAL,PAUSED,72,4,2
6751,13,26.8638,F,2,4,local,STIPreEmigrating,0,165,17,0,1,INFORMAL,PAUSED,65,0,2
6751,13,26.8638,F,4,0,N/A,STIPostImmigrating,0,165,17,0,1,INFORMAL,NORMAL,65,4,4
6752,65,21.9187,M,4,3,local,STIPreEmigrating,0,165,17,0,1,INFORMAL,PAUSED,13,4,4
6752,65,21.9187,M,3,0,N/A,STIPostImmigrating,0,165,17,0,1,INFORMAL,PAUSED,13,3,4
6753,79,16.9151,M,3,2,local,STIPreEmigrating,0,160,26,0,1,INFORMAL,PAUSED,2,3,0
6753,52,55.6532,M,3,4,local,STIPreEmigrating,0,159,60,0,1,INFORMAL,PAUSED,37,3,0
6753,52,55.6532,M,4,0,N/A,STIPostImmigrating,0,159,60,0,1,INFORMAL,NORMAL,37,4,4
6753,79,16.9151,M,2,0,N/A,STIPostImmigrating,0,160,26,0,1,INFORMAL,PAUSED,2,2,0
6760,49,47.9121,M,2,4,local,STIPreEmigrating,0,179,9,0,0,INFORMAL,PAUSED,64,2,2
6760,49,47.9121,M,4,0,N/A,STIPostImmigrating,0,179,9,0,1,INFORMAL,PAUSED,64,4,2
6761,13,26.8912,F,4,3,local,STIPreEmigrating,0,165,17,0,1,INFORMAL,PAUSED,65,0,4
6761,13,26.8912,F,3,0,N/A,STIPostImmigrating,0,165,17,0,1,INFORMAL,NORMAL,65,3,3
6762,10,43.5827,M,2,1,local,STIPreEmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,2,2
6762,7,26.4675,M,2,3,local,STIPreEmigrating,0,167,44,0,1,INFORMAL,PAUSED,77,2,2
6762,7,26.4675,M,3,0,N/A,STIPostImmigrating,0,167,44,0,1,INFORMAL,PAUSED,77,3,2
6762,10,43.5827,M,1,0,N/A,STIPostImmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,1,2
6763,10,43.5854,M,1,4,local,STIPreEmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,1,2
6763,10,43.5854,M,4,0,N/A,STIPostImmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,4,2
6764,73,18.5014,M,1,4,local,STIPreEmigrating,0,170,37,0,1,INFORMAL,PAUSED,75,1,0
6764,73,18.5014,M,4,0,N/A,STIPostImmigrating,0,170,37,0,1,INFORMAL,NORMAL,75,4,4
6765,10,43.5909,M,4,1,local,STIPreEmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,4,0
6765,35,78.2478,F,1,2,local,STIPreEmigrating,0,164,15,0,1,INFORMAL,PAUSED,22,0,1
6765,35,78.2478,F,2,0,N/A,STIPostImmigrating,0,164,15,0,1,INFORMAL,PAUSED,22,0,2
6765,10,43.5909,M,1,0,N/A,STIPostImmigrating,0,158,88,0,1,INFORMAL,PAUSED,43,1,0
6770,49,47.9395,M,4,1,local,STIPreEmigrating,0,179,9,0,1,INFORMAL,PAUSED,64,4,0
6770,11,21.2042,M,2,1,local,STIPreEmigrating,0,178,9,0,0,INFORMAL,PAUSED,25,2,0
6770,11,21.2042,M,1,0,N/A,STIPostImmigrating,0,178,9,0,1,INFORMAL,NORMAL,25,1,1
6770,49,47.9395,M,1,0,N/A,STIPostImmigrating,0,179,9,0,1,INFORMAL,PAUSED,64,1,0
6774,70,17.8082,F,3,1,local,STIPreEmigrating,0,175,14,0,1,INFORMAL,PAUSED,76,0,3
6774,70,17.8082,F,1,0,N/A,STIPostImmigrating,0,175,14,0,1,INFORMAL,PAUSED,76,0,1
6775,62,31.3297,M,4,1,local,STIPreEmigrating,0,139,201,0,1,INFORMAL,PAUSED,38,4,0
6775,14,23.4003,M,2,1,local,STIPreEmigrating,0,166,33,0,1,INFORMAL,PAUSED,9,2,0
6775,14,23.4003,M,1,0,N/A,STIPostImmigrating,0,166,33,0,1,INFORMAL,PAUSED,9,1,0
6775,62,31.3297,M,1,0,N/A,STIPostImmigrating,0,139,201,0,1,INFORMAL,NORMAL,38,1,1
6777,43,28.6826,F,2,1,local,STIPreEmigrating,0,158,88,0,1,INFORMAL,PAUSED,10,0,2
6777,43,28.6826,F,1,0,N/A,STIPostImmigrating,0,158,88,0,1,INFORMAL,NORMAL,10,1,1
6778,60,32.5285,F,3,2,local,STIPreEmigrating,0,156,109,0,1,INFORMAL,PAUSED,59,3,3
