Time, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
600,292,31.5803,F,1,0,N/A,STIPostImmigrating,0,52,81,0,1,INFORMAL,PAUSED,96,0,1
600,155,29.2941,F,2,0,N/A,STIPostImmigrating,0,51,90,0,1,INFORMAL,NORMAL,255,2,2
601,345,19.4546,M,4,3,local,STIPreEmigrating,0,92,29,0,1,TRANSITORY,PAUSED,264,4,4
601,50,21.3248,F,1,2,local,STIPreEmigrating,0,94,38,0,0,TRANSITORY,PAUSED,222,0,1
601,50,21.3248,F,2,0,N/A,STIPostImmigrating,0,94,38,0,1,TRANSITORY,NORMAL,222,2,2
601,345,19.4546,M,3,0,N/A,STIPostImmigrating,0,92,29,0,1,TRANSITORY,PAUSED,264,3,4
602,117,25.0349,F,4,2,local,STIPreEmigrating,0,31,43,0,1,INFORMAL,PAUSED,13,0,4
602,89,14.8802,F,4,2,local,STIPreEmigrating,0,82,11,0,1,INFORMAL,PAUSED,262,0,4
602,89,14.8802,F,2,0,N/A,STIPostImmigrating,0,82,11,0,1,INFORMAL,PAUSED,262,0,2
602,117,25.0349,F,2,0,N/A,STIPostImmigrating,0,31,43,0,1,INFORMAL,NORMAL,13,2,2
603,185,33.5218,F,4,1,local,STIPreEmigrating,0,58,55,0,1,MARITAL,PAUSED,75,0,4
603,315,18.9436,F,4,2,local,STIPreEmigrating,0,60,55,0,1,INFORMAL,PAUSED,176,4,4
603,47,23.446,F,2,1,local,STIPreEmigrating,0,34,19,0,1,INFORMAL,PAUSED,312,0,2
603,47,23.446,F,1,0,N/A,STIPostImmigrating,0,34,19,0,1,INFORMAL,NORMAL,312,1,1
603,315,18.9436,F,2,0,N/A,STIPostImmigrating,0,60,55,0,1,INFORMAL,PAUSED,176,4,2
603,185,33.5218,F,1,0,N/A,STIPostImmigrating,0,58,55,0,1,MARITAL,NORMAL,75,1,1
604,84,44.1811,M,3,1,local,STIPreEmigrating,0,67,73,0,1,MARITAL,PAUSED,302,3,0
604,84,44.1811,M,1,0,N/A,STIPostImmigrating,0,67,73,0,1,MARITAL,PAUSED,302,1,0
606,272,26.1728,M,1,3,local,STIPreEmigrating,0,105,4,0,1,TRANSITORY,PAUSED,168,1,0
606,272,26.1728,M,3,0,N/A,STIPostImmigrating,0,105,4,0,0,TRANSITORY,NORMAL,168,3,3
607,272,26.1728,M,3,2,local,STIPreEmigrating,0,105,4,0,0,TRANSITORY,PAUSED,168,3,3
607,73,27.2207,F,2,4,local,STIPreEmigrating,0,16,36,0,1,MARITAL,PAUSED,305,0,2
607,73,27.2207,F,4,0,N/A,STIPostImmigrating,0,16,36,0,1,MARITAL,PAUSED,305,0,4
607,272,26.1728,M,2,0,N/A,STIPostImmigrating,0,105,4,0,1,TRANSITORY,PAUSED,168,2,3
608,34,16.3967,M,1,3,local,STIPreEmigrating,0,88,34,0,1,TRANSITORY,PAUSED,298,1,1
608,34,16.3967,M,3,0,N/A,STIPostImmigrating,0,88,34,0,1,TRANSITORY,PAUSED,298,3,1
609,180,40.8675,F,4,3,local,STIPreEmigrating,0,65,46,0,1,MARITAL,PAUSED,190,0,4
609,180,40.8675,F,3,0,N/A,STIPostImmigrating,0,65,46,0,1,MARITAL,PAUSED,190,0,3
610,340,17.7092,F,1,3,local,STIPreEmigrating,0,106,9,0,0,TRANSITORY,PAUSED,195,1,1
610,340,17.7092,F,3,0,N/A,STIPostImmigrating,0,106,9,0,1,TRANSITORY,PAUSED,195,1,3
611,34,16.3967,M,3,1,local,STIPreEmigrating,0,88,34,0,1,TRANSITORY,PAUSED,298,3,0
611,327,55.6602,M,2,1,local,STIPreEmigrating,0,64,60,0,1,MARITAL,PAUSED,336,2,0
611,327,55.6602,M,1,0,N/A,STIPostImmigrating,0,64,60,0,1,MARITAL,NORMAL,336,1,1
611,34,16.3967,M,1,0,N/A,STIPostImmigrating,0,88,34,0,1,TRANSITORY,NORMAL,298,1,1
612,180,40.8675,F,3,2,local,STIPreEmigrating,0,65,46,0,1,MARITAL,PAUSED,190,0,3
612,185,33.5218,F,1,4,local,STIPreEmigrating,0,58,57,0,1,MARITAL,PAUSED,75,1,1
612,185,33.5218,F,4,0,N/A,STIPostImmigrating,0,58,57,0,1,MARITAL,PAUSED,75,1,4
612,180,40.8675,F,2,0,N/A,STIPostImmigrating,0,65,46,0,1,MARITAL,NORMAL,190,2,2
614,128,26.6509,F,3,4,local,STIPreEmigrating,0,109,7,0,0,TRANSITORY,PAUSED,69,3,3
614,251,30.8256,M,2,3,local,STIPreEmigrating,0,80,86,0,1,MARITAL,PAUSED,45,2,2
614,251,30.8256,M,3,0,N/A,STIPostImmigrating,0,80,86,0,1,MARITAL,PAUSED,45,3,2
614,128,26.6509,F,4,0,N/A,STIPostImmigrating,0,109,7,0,1,TRANSITORY,PAUSED,69,3,4
616,197,31.6912,F,4,1,local,STIPreEmigrating,0,18,23,0,1,MARITAL,PAUSED,113,0,4
616,177,38.5343,F,4,1,local,STIPreEmigrating,0,32,51,0,1,MARITAL,PAUSED,281,4,4
616,130,16.9304,F,4,1,local,STIPreEmigrating,0,108,6,0,0,INFORMAL,PAUSED,140,4,4
616,130,16.9304,F,1,0,N/A,STIPostImmigrating,0,108,6,0,1,INFORMAL,PAUSED,140,4,1
